provnum	stabbrev	deaths_per_bed	nh_covid_deaths	bedcert	tract_density	tract_housing_density	tract_pt_share_u50k	tract_pt_share	tract_pt_share_hc	tract_pov_share	tract_med_income	tract_white_share	tract_black_share	tract_white_nh_share	tract_share_frontline	tract_data	tract_share_nonwhite	tract_pred_nh_pt_share
"225080"	"MA"	11.11111	12	108	4457.523	2.614243	.058381	.074821	.0689259	.0882523	46072.83	.7884463	.0613131	.7413174	.2553575	1	.2115537	.0425349
"225576"	"MA"	24.4898	12	49	12569.21	2.558143	.1748798	.1869058	.0661566	.1436921	42577.16	.6690869	.1518935	.6058391	.2583103	1	.3309131	.1200467
"225419"	"MA"	41.48148	56	135	10906.13	2.601196	.1526447	.1787316	.0658482	.132471	42248.54	.6910145	.1190526	.6219627	.2595342	1	.3089855	.109165
"225732"	"MA"	17.02128	16	94	5602.157	2.579164	.0777932	.0929588	.0730458	.0691845	43526.75	.8330299	.0527683	.798405	.2624413	1	.1669701	.0444052
"225709"	"MA"	0	0	40	3741.085	2.621754	.0406366	.0608299	.063835	.0964943	45697.39	.809461	.0667996	.7574064	.2708488	1	.190539	.0280913
"225727"	"MA"	18.86793	10	53	5592.988	2.614092	.074251	.0976737	.0664461	.0763882	47400.35	.78232	.0649507	.7381718	.2473895	1	.21768	.0493129
"225179"	"MA"	5.645161	7	124	4863.401	2.604656	.0435581	.0589861	.0704207	.0889513	42094.57	.7884849	.0564883	.7320083	.2697548	1	.2115151	.0236985
"22A345"	"MA"	0	0	80														
"225063"	"MA"	13.77551	27	196	4641.742	2.597643	.0493251	.0605779	.0707361	.1160018	39704.84	.786054	.0738592	.7230498	.2797327	1	.213946	.0326787
"225782"	"MA"	0	0	32	6942.705	2.619107	.0861018	.1018884	.060992	.1077676	42080.12	.7363881	.0762226	.6810606	.2599585	1	.2636119	.0566577
"225772"	"MA"	0	0	45	721.0825	2.931031	.0088573	.0105898	.0941584	.0979521	44327.47	.8782905	.0635398	.8541282	.2720205	1	.1217095	.0003315
"225208"	"MA"	17.74194	22	124	7402.837	2.631803	.1130229	.127714	.0791548	.1563691	36651.84	.6684164	.2003901	.6130826	.2873101	1	.3315836	.0803266
"225774"	"MA"	0	0	48	8507.397	2.654268	.1446871	.1628755	.0716944	.1329124	41262.55	.6668569	.1808586	.6138446	.2701585	1	.3331431	.1013507
"225514"	"MA"	0	0	141	12219.43	2.47027	.1821224	.2051562	.0714363	.1427366	39296.77	.6568803	.0884366	.6243211	.2515735	1	.3431197	.1304251
"225509"	"MA"	23.33333	28	120	13078.91	2.591972	.2344377	.2418853	.066771	.1940579	36415.34	.5729998	.2443719	.5058165	.2708476	1	.4270002	.15959
"225680"	"MA"	16.16766	27	167	10087.1	2.599657	.1901821	.2086904	.0708819	.1462076	37939.1	.6231685	.1998228	.5766129	.2799041	1	.3768315	.1365324
"225418"	"MA"	17.53247	27	154	5103.104	2.688699	.0925233	.1092342	.0791604	.1332879	38160.66	.6576357	.2057896	.6177303	.2912528	1	.3423643	.057273
"225752"	"MA"	0	0	44	2421.486	2.703385	.0419157	.0536684	.0620467	.0520081	43878.33	.8850223	.0381366	.8606093	.2771408	1	.1149777	.0153564
"225445"	"MA"	7.909604	14	177	8434.338	2.705469	.1335967	.1529439	.0792406	.1645892	35151.04	.6091589	.2393477	.5596526	.2986523	1	.3908411	.0946254
"225281"	"MA"	13.88889	10	72	7388.74	2.647666	.1143752	.1404156	.0749367	.1157457	41655.71	.6835046	.1719882	.6359207	.2639166	1	.3164954	.0780325
"225444"	"MA"	16.30435	15	92	5324.366	2.76134	.074983	.0837994	.0686234	.1544376	32544.87	.6033068	.2599084	.5529457	.3157069	1	.3966932	.0440968
"225437"	"MA"	25.83333	31	120	9174.451	2.592114	.1285233	.1534461	.0704428	.1198299	44556.11	.7203481	.1250653	.6680747	.2522452	1	.2796519	.0885573
"225266"	"MA"	20.2381	17	84	7530.055	2.604089	.1056446	.1334966	.0747596	.106466	43735.4	.7199665	.1163385	.6668194	.2496578	1	.2800335	.0649487
"225321"	"MA"	12.41379	18	145	8612.203	2.721465	.1517337	.1618942	.0836595	.153045	37745.08	.5917412	.2565042	.5364448	.285147	1	.4082588	.1099473
"225769"	"MA"	22.77228	23	101	5691.057	2.643866	.1009954	.1183037	.0842196	.1212539	37331.94	.6877449	.1590349	.6513418	.2934048	1	.3122551	.0624866
"225058"	"MA"	15.68628	32	204	6996.84	2.705965	.1263031	.138493	.0853183	.1369092	37778.38	.6334493	.208389	.5928519	.293194	1	.3665507	.075154
"225653"	"MA"	12.19512	15	123	5833.386	2.722956	.0753486	.087543	.0719465	.1463095	33988.26	.6306176	.2256227	.5765356	.308973	1	.3693824	.0441594
"225211"	"MA"	13.08901	25	191	8510.822	2.654341	.1351586	.1500878	.06665	.1798356	37379.75	.647837	.2156568	.5977293	.2873477	1	.352163	.1039551
"225672"	"MA"	26.66667	12	45	6373.234	2.680396	.1057089	.1238248	.085549	.140709	37781.94	.6553739	.203201	.6093041	.289771	1	.3446261	.0697131
"225054"	"MA"	18.84058	26	138	6255.574	2.670899	.1188297	.1411864	.0802932	.1301298	37237.73	.6655331	.1800104	.626178	.2918947	1	.3344669	.0763235
"225343"	"MA"	17.64706	30	170	5178.695	2.642402	.085501	.1102668	.0677881	.1295349	39696.03	.7368503	.154855	.6900821	.2783933	1	.2631497	.0620167
"225412"	"MA"	9.756097	12	123	2393.96	2.653028	.0258576	.0459989	.0568177	.0677077	44802.41	.8749639	.0397262	.8385115	.2759123	1	.1250361	.0114688
"225536"	"MA"	12.22222	11	90	5022.364	2.655953	.0709314	.0992985	.0666522	.0848836	43275.87	.7842433	.0904379	.7373084	.2667948	1	.2157567	.0399141
"225645"	"MA"	0	0	42	2818.209	2.735215	.0468655	.0792414	.0477895	.0688517	44952.16	.8376183	.0678657	.8013169	.2605864	1	.1623817	.0244748
"225608"	"MA"	0	0	31	6503.5	2.737015	.1246336	.1544575	.075027	.1459025	37845.45	.6268786	.2499349	.5818514	.2842882	1	.3731214	.0896011
"225356"	"MA"	24.40476	41	168	6360.503	2.711894	.1038316	.1181594	.0885085	.1336529	35108.3	.5808312	.2582	.5327837	.3068454	1	.4191688	.0684041
"225718"	"MA"	14.08451	20	142	9368.102	2.646787	.1692573	.1808194	.079465	.1677189	36219.22	.6322816	.1985262	.5825998	.2847356	1	.3677184	.1177194
"225634"	"MA"	18.18182	28	154	3047.846	2.599371	.0600239	.0940935	.0697193	.074126	40839.56	.831407	.0740957	.8017142	.28092	1	.168593	.036329
"225476"	"MA"	6.944445	10	144	2343.175	2.659559	.0296334	.0612112	.0466302	.0630431	43304.63	.8883655	.0416737	.8556348	.2706954	1	.1116345	.009556
"225695"	"MA"	15.49296	22	142	8598.198	2.588724	.1448955	.1539113	.0787565	.1561015	38315.26	.6608166	.1869089	.6027625	.2748104	1	.3391834	.0988517
"225739"	"MA"	0	0	50	3978.913	2.675869	.0772894	.1014597	.0778108	.085573	39992.69	.7792655	.1090657	.7528493	.2854711	1	.2207345	.044
"225134"	"MA"	13.63636	9	66	5900.138	2.642385	.0854791	.1081643	.0645889	.1251272	39093.46	.7001188	.1701868	.65508	.277931	1	.2998812	.0523085
"225274"	"MA"	3.125	5	160	10324.44	2.684627	.1853955	.1898718	.0786696	.1735431	35065.38	.5499885	.2951411	.4918725	.2951292	1	.4500115	.1346469
"225522"	"MA"	0	0	71														
"225461"	"MA"	0	0	82	2134.381	2.701704	.0268039	.0580098	.0476405	.0539584	47415.89	.8891293	.0277138	.8640748	.2618675	1	.1108707	.0077487
"225263"	"MA"	33.33334	42	126	9390.557	2.604002	.1718776	.1815947	.0740105	.1594115	36816.4	.6235929	.1997148	.578474	.2825049	1	.3764071	.1205576
"225613"	"MA"	40.81633	20	49	5877.025	2.621613	.1037915	.1379901	.0690814	.1285724	39208.89	.7277589	.1606277	.6962905	.2975104	1	.2722411	.0712592
"225059"	"MA"	0	0	205	6953.27	2.637755	.118247	.1354336	.0789143	.134562	35718.51	.6481137	.2013035	.6141627	.3028835	1	.3518863	.0774061
"225222"	"MA"	16.36364	18	110	7738.968	2.604577	.1081994	.1347582	.0701755	.0995762	43224.73	.7156924	.1225397	.6672449	.2592974	1	.2843076	.0783551
"225690"	"MA"	24.85207	42	169	4636.121	2.73441	.0610803	.0763759	.0792807	.1356298	35964.87	.6703472	.2066438	.6300662	.3099686	1	.3296528	.0381768
"225184"	"MA"	13.63636	15	110	5237.778	2.699723	.0785727	.1006623	.0790606	.1088337	38453.25	.7068753	.1622848	.6677293	.2942425	1	.2931247	.0434214
"225254"	"MA"	15.09434	16	106	4970.267	2.642307	.0797563	.1083992	.0740366	.1063615	40015.63	.7718712	.1075417	.7369068	.2820546	1	.2281288	.0467754
"225666"	"MA"	16	24	150	2416.042	2.550355	.0286042	.0490095	.0568983	.0990583	37959.86	.8783301	.0411619	.8573992	.2881661	1	.1216699	.010415
"225722"	"MA"	15.38462	10	65	3539.057	2.606711	.0470202	.0965466	.0539268	.070649	43539.88	.8522043	.0706318	.8306875	.2612211	1	.1477957	.037508
"225622"	"MA"	9.803922	10	102	2996.036	2.612566	.0305638	.042868	.0565498	.1177358	35836.57	.8282909	.0854236	.8013452	.3052095	1	.1717091	.0122943
"225544"	"MA"	6.097561	10	164	3378.839	2.695806	.0424488	.0572719	.0693663	.097458	37175.73	.8064169	.1085329	.777611	.2957487	1	.1935831	.0182628
"225221"	"MA"	17.07317	21	123	5586.89	2.799349	.0765305	.0805541	.0752187	.1585153	32108.31	.5900522	.2718359	.5468373	.3188638	1	.4099478	.0447635
"225704"	"MA"	4.666667	7	150	3954.715	2.708563	.0480153	.0656562	.0685044	.1249391	36692.51	.7526635	.1353821	.7177972	.3025202	1	.2473365	.0260652
"225282"	"MA"	12.82051	15	117	2574.843	2.650442	.0410524	.0858362	.0586432	.0743204	43996.05	.8629097	.0613188	.842382	.2630083	1	.1370903	.020899
"225512"	"MA"	0	0	175	3911.59	2.49997	.0277526	.0316623	.0833867	.1687423	34233.9	.8315237	.0434556	.8051603	.3130293	1	.1684763	.0184909
"225414"	"MA"	27.11864	32	118	5899.485	2.83111	.066954	.0717959	.0837325	.1586313	31114.42	.5742973	.2728897	.5224565	.3248362	1	.4257027	.0338616
"225145"	"MA"	5.691057	7	123	3833.736	2.548011	.0374262	.0513911	.0703073	.1595643	36122.63	.821493	.0693924	.7907035	.3018599	1	.178507	.0200189
"225773"	"MA"	9.090909	6	66	4707.415	2.627178	.0766372	.1075564	.0716816	.1002699	40671.15	.7826499	.1042429	.7512181	.282283	1	.2173501	.0503061
"225207"	"MA"	0	0	186	2423.725	2.548959	.0343202	.0495304	.0590149	.0953116	38189.5	.8869499	.0361173	.858324	.2872633	1	.1130501	.0102557
"225279"	"MA"	8.333334	10	120	3552.987	2.746082	.0450887	.0640542	.0704665	.0866361	40095.87	.8251898	.0958799	.8018258	.2914881	1	.1748102	.0176029
"225435"	"MA"	14.13043	13	92	5156.731	2.680156	.0794542	.1009799	.0722628	.1127814	36488.74	.7280356	.1565873	.6968489	.305032	1	.2719644	.0513257
"225547"	"MA"	0	0	67	2555.345	2.645331	.0218748	.0305507	.056677	.0923552	36913.91	.8770657	.0443915	.8533908	.3075811	1	.1229343	.0074375
"225518"	"MA"	0	0	123	3031.305	2.525666	.0210405	.0257976	.0717024	.1066161	34870.35	.8635169	.0291402	.8466747	.3030257	1	.1364831	.0155673
"225284"	"MA"	16.83168	17	101	2608.002	2.569839	.035218	.0525424	.0598601	.088795	38583.03	.8763407	.0453898	.8512028	.2848306	1	.1236593	.0155369
"225662"	"MA"	19.71831	28	142	6114.725	2.603003	.1023183	.1319981	.0633833	.1152001	40960.73	.7858509	.1145948	.7512526	.2829535	1	.2141491	.0755567
"225482"	"MA"	18.60465	16	86	3813.782	2.634649	.0530773	.082286	.0647746	.0874541	41918.01	.8392519	.0656899	.8133581	.2803624	1	.1607481	.0313807
"225215"	"MA"	15.625	15	96	4322.591	2.662224	.0716782	.0966164	.0709623	.100722	38820.59	.8028364	.0974956	.7642398	.2874382	1	.1971636	.0471765
"225322"	"MA"	17.11712	19	111	3905.895	2.734289	.0487537	.0670161	.0619343	.1230624	36611.67	.7373061	.1524515	.7066654	.3091924	1	.2626939	.0292511
"225382"	"MA"	13.00813	16	123	5523.728	2.790655	.0739781	.0842929	.083141	.1316857	33340.71	.6037942	.2483031	.5562294	.3165675	1	.3962058	.0416678
"225616"	"MA"	0	0	43	3438.003	2.706326	.0563381	.0681266	.0648183	.1030654	38418.23	.8030993	.0907896	.7697961	.2965483	1	.1969007	.0331004
"225259"	"MA"	26.81159	37	138	4370.315	2.777142	.0584389	.0757192	.0666481	.1227131	35462.06	.6574572	.2091009	.6220796	.312568	1	.3425428	.0336285
"225488"	"MA"	14.42308	15	104	2589.401	2.484628	.0213784	.0257454	.0770424	.1384146	34726.13	.8575594	.0326341	.837899	.3128389	1	.1424406	.011189
"225597"	"MA"	16.19718	23	142	3957.225	2.656952	.0626721	.0918518	.063864	.0880255	41140.22	.8234819	.0772015	.792869	.2811158	1	.1765181	.038902
"225532"	"MA"	8.235294	7	85	12465.08	2.711159	.2182425	.225831	.0774209	.2264708	34217.51	.4638404	.3886779	.3965488	.2935756	1	.5361596	.1834297
"225417"	"MA"	36.14458	30	83	15116.97	2.739362	.2381841	.2403075	.0783183	.2265761	35247.71	.5199563	.3216468	.4455715	.2809031	1	.4800437	.1847514
"225775"	"MA"	0	0	100	13116.66	2.65395	.1941074	.1989502	.0779715	.1672176	37673.27	.6839834	.1133095	.5923898	.2750565	1	.3160166	.118651
"225469"	"MA"	15	18	120	16543.76	2.69468	.2780266	.273242	.0743186	.2422087	33060.35	.4717874	.3251122	.3889287	.2866201	1	.5282126	.2260794
"225297"	"MA"	19.51219	24	123	14154.75	2.691559	.2039022	.2003313	.0946791	.2065079	32981.59	.6929522	.1007609	.5599934	.2862288	1	.3070478	.1071462
"225436"	"MA"	8.264462	10	121	11924.2	2.667193	.2146646	.2121837	.0767939	.1902096	35601.04	.5858783	.234673	.5372937	.2856091	1	.4141217	.1549051
"225486"	"MA"	19.67213	24	122	13065.48	2.584477	.2091921	.2188521	.0760735	.1889525	36319.85	.5772209	.2368454	.5101331	.2739268	1	.4227791	.1535546
"225540"	"MA"	15.03759	20	133	10349.2	2.588726	.1824006	.188522	.0755463	.1583454	36863.73	.6237015	.2230776	.5520464	.2852068	1	.3762985	.1390159
"225429"	"MA"	12.65823	10	79	11829.04	2.676169	.2045087	.2126225	.0722307	.1739659	38144.42	.5555813	.2740541	.4931227	.2822283	1	.4444187	.1568508
"225375"	"MA"	13.20755	7	53	9654.572	2.667202	.1820049	.1901883	.0849959	.1871561	32647.26	.535104	.3179315	.4602746	.2897934	1	.464896	.1398377
"225110"	"MA"	0	0	88	8042.554	2.57487	.1119791	.1222445	.0745533	.1258356	40034.79	.7744158	.0815045	.7116799	.273337	1	.2255842	.0690604
"225415"	"MA"	6.686047	23	344	15621.38	2.607713	.2349117	.2476198	.0728065	.1926776	37717.39	.5708449	.2586504	.5094362	.2744777	1	.4291551	.1841163
"225014"	"MA"	0	0	123	16642.19	2.449028	.2625437	.2779934	.0659469	.2216625	34653.15	.6038805	.1624549	.5154598	.2639211	1	.3961195	.1835685
"225432"	"MA"	6.72269	8	119	11631.71	2.705143	.1507028	.1500827	.0820806	.1763871	34548.16	.6705062	.1382159	.5685313	.29764	1	.3294938	.0780408
"225201"	"MA"	16.32653	32	196	13383.2	2.627989	.2254674	.2343173	.0730428	.1906427	36705.08	.5730035	.2445496	.5130422	.268223	1	.4269965	.1719545
"225434"	"MA"	0	0	96	14410.96	2.749279	.263356	.2616273	.0733232	.2336134	33039.26	.4315963	.3910882	.3767958	.2939659	1	.5684037	.2008522
"225654"	"MA"	9.756097	20	205	15906.97	2.620564	.2546342	.2578889	.0719417	.1991401	36903.19	.5347784	.2726504	.4689925	.273668	1	.4652216	.1916489
"225557"	"MA"	31.79487	62	195	16341.9	2.757083	.2475835	.2309011	.0772474	.1986708	33283.16	.6075004	.1635206	.4933091	.2891198	1	.3924996	.142584
"225506"	"MA"	0	0	100	14474.23	2.577417	.2063567	.2148077	.0754729	.1763516	38362.3	.6104376	.2000051	.5400556	.2722109	1	.3895624	.1530708
"225759"	"MA"	0	0	50	10458.23	2.642716	.1801613	.1912053	.0781209	.1613991	38902.23	.6019354	.2375399	.5422462	.2764004	1	.3980646	.1338194
"225493"	"MA"	21.95122	27	123	12885.2	2.688877	.2145415	.2227461	.0754561	.1989754	34413.67	.5312018	.2931494	.4714469	.2871146	1	.4687982	.1674064
"225413"	"MA"	8.947369	17	190														
"225499"	"MA"	10.52632	8	76	13795.77	2.618159	.233243	.2382479	.0775936	.2172667	35474.02	.5194498	.3140283	.4449003	.2902855	1	.4805502	.1847906
"225451"	"MA"	44.71545	55	123	14429.95	2.66923	.2010092	.1966538	.0852991	.1880546	34054.7	.6645826	.1049636	.5505284	.287531	1	.3354174	.1058109
"225497"	"MA"	9.219858	13	141	10477.91	2.6355	.1783274	.1911686	.077539	.173584	37648.16	.5929175	.2246424	.5276602	.27321	1	.4070825	.1214108
"225770"	"MA"	23.07692	18	78	13240.46	2.569182	.2177765	.2296018	.0760689	.1918046	36990.13	.5589693	.2244007	.4876817	.2688158	1	.4410307	.1415531
"225562"	"MA"	8.148148	11	135	4096.248	2.624504	.0361754	.0461049	.0597838	.1321474	39130.55	.822273	.0564223	.7641315	.2841344	1	.177727	.0176685
"225577"	"MA"	26.01626	32	123	6112.491	2.53167	.0384141	.0372011	.0811462	.1976824	32645.65	.7427186	.1021824	.6373352	.3093824	1	.2572814	.0260927
"225312"	"MA"	15.44715	19	123	2077.296	2.689028	.0112024	.014824	.0609871	.1021858	38056.99	.8892711	.033155	.8421581	.2984674	1	.1107289	.0137172
"225293"	"MA"	6.25	9	144	2066.91	2.513301	.0102534	.0091556	.0826365	.1428173	33057.49	.8606714	.0381986	.77259	.3426315	1	.1393286	.0131452
"225296"	"MA"	0	0	142	940.2444	2.490396	.0155406	.0133411	.0726244	.1203957	29366.29	.9334183	.0138052	.8957508	.3341178	1	.0665817	.0094296
"225661"	"MA"	22.07792	34	154	2481.247	2.549651	.0161721	.0196227	.0837345	.0789232	38089.18	.8814703	.0412636	.8358029	.3038335	1	.1185297	.0130991
"225513"	"MA"	33.33334	32	96	4431.689	2.62989	.0340151	.0420374	.0745862	.1246324	39199.96	.7628689	.0810441	.6892933	.2885803	1	.2371311	.0182223
"225016"	"MA"	0	0	82	3756.938	2.56287	.0389118	.0446365	.0716296	.1176547	37656.68	.8272964	.0613579	.7701263	.2871198	1	.1727036	.0260511
"225219"	"MA"	6.936416	12	173	7836.17	2.574788	.0363422	.0330147	.1066386	.231402	29496.51	.7190346	.1134041	.5734019	.3312944	1	.2809654	.0227617
"225648"	"MA"	10.61947	12	113	4230.665	2.561253	.0304633	.0333253	.0761199	.1457374	36232.47	.8093989	.0708756	.7348663	.2977573	1	.1906011	.0201899
"225720"	"MA"	18.18182	28	154	4029.249	2.58394	.0267338	.0292622	.0801004	.1299462	35277.73	.8067828	.0699322	.7325438	.3036041	1	.1932172	.0188742
"225388"	"MA"	15.95745	15	94	1119.329	2.558467	.0159688	.0151786	.0594588	.095858	34174.33	.9272411	.0180033	.8916008	.3149831	1	.0727589	.0045466
"225438"	"MA"	14.59854	20	137	6115.412	2.511686	.0263022	.026336	.083528	.1819843	31649.06	.7527123	.0972089	.6437497	.3143704	1	.2472877	.0162121
"225491"	"MA"	20.20202	20	99	4892.087	2.565789	.0303972	.0303367	.0885442	.1639924	34694.55	.7726837	.083929	.6831357	.3035755	1	.2273163	.0179483
"225760"	"MA"	0	0	53	1471.771	2.706804	.0105513	.0151929	.0477851	.0869653	39670.12	.9119905	.0253984	.8752942	.3044201	1	.0880095	.0137586
"225334"	"MA"	0	0	92	3593.646	2.564223	.0288031	.0302551	.0836456	.1329186	35357.22	.8116791	.0699706	.7284771	.2983033	1	.1883209	.0185244
"225390"	"MA"	4.320988	7	162	6733.206	2.477018	.0330467	.0339636	.09331	.2249673	31085.49	.739607	.0971764	.6189225	.3145471	1	.260393	.0250517
"225199"	"MA"	11.875	19	160	5254.275	2.557178	.0365792	.0388416	.0879985	.1618424	34667.09	.7847739	.0811815	.6948888	.3063514	1	.2152261	.0218754
"225355"	"MA"	6.603774	7	106	3266.86	2.558812	.0396061	.0349913	.0743853	.145466	35554.89	.8161896	.0664049	.7193276	.3003043	1	.1838104	.0176703
"225500"	"MA"	12.08791	11	91	5660.548	2.496653	.0432322	.0396664	.0815761	.1550253	33042.56	.7723888	.0941074	.6905229	.3046863	1	.2276112	.0263519
"225403"	"MA"	37.77778	17	45	2296.649	2.587085	.0173977	.0251002	.065762	.0843762	41072.28	.826216	.0444244	.7780561	.2780144	1	.173784	.0088841
"225305"	"MA"	22.09302	38	172	6681.223	2.461865	.0338346	.0311401	.0839275	.2113243	30488.03	.7404063	.0992998	.6280292	.3129228	1	.2595937	.0207229
"225385"	"MA"	9.615385	15	156	5050.799	2.565119	.0365355	.0405701	.0779772	.1485684	35742.42	.7876036	.0801031	.7154866	.2966432	1	.2123964	.0238172
"225668"	"MA"	8.888889	12	135														
"225196"	"MA"	0	0	124	1543.707	2.565785	.0167738	.0182148	.0637992	.1365169	34508.93	.9013034	.0340572	.8555017	.3135821	1	.0986966	.0056268
"225216"	"MA"	14.375	23	160	3151.992	2.592021	.033108	.0282946	.0766324	.1687938	32462.71	.8190599	.059837	.7070541	.3171956	1	.1809401	.0103087
"225038"	"MA"	18.79699	25	133	2912.335	2.5374	.0246408	.0213911	.0918882	.1852541	33417.42	.8466566	.049731	.7368601	.3199053	1	.1533434	.0057981
"225275"	"MA"	20.39474	31	152	4571.74	2.611484	.0435033	.0520026	.0718219	.1226399	38864.49	.7940426	.0696331	.7236933	.2841105	1	.2059574	.0272103
"225452"	"MA"	8.391608	12	143	3244.893	2.558399	.0234091	.0189449	.0721699	.142108	34353.21	.836529	.0659646	.7486813	.3051138	1	.163471	.0073065
"225242"	"MA"	19.65812	23	117	3468.202	2.583837	.0353879	.0452191	.066169	.1046363	41902.95	.7856888	.0620885	.7338747	.2734762	1	.2143112	.0214131
"225483"	"MA"	0	0	81	4302.94	2.54402	.0273209	.0244413	.0831066	.1013814	34444.94	.8546981	.0421747	.7995692	.3115937	1	.1453019	.0187737
"225009"	"MA"	11.88119	12	101	4870.227	2.567206	.0297668	.0311197	.0862648	.1410673	32996.04	.7422636	.1023209	.655432	.3168281	1	.2577364	.0244798
"225361"	"MA"	0	0	147	1344.074	2.489261	.0156318	.0167384	.0616445	.0908271	35001.8	.9208977	.0214545	.8895158	.3247847	1	.0791023	.0085425
"225395"	"MA"	0	0	96	2829.634	2.57274	.0123584	.0116135	.0918857	.0980312	34858.67	.8737392	.0461342	.8079688	.3284812	1	.1262608	.0147575
"225173"	"MA"	16.31206	23	141	4448.391	2.534029	.0255471	.0260165	.0834995	.1516383	34213.44	.7971751	.0799036	.7211766	.3004293	1	.2028249	.0170058
"225283"	"MA"	6.666667	9	135	2829.634	2.57274	.0123584	.0116135	.0918857	.0980312	34858.67	.8737392	.0461342	.8079688	.3284812	1	.1262608	.0147575
"225463"	"MA"	8.256881	9	109	2654.5	2.650718	.0252632	.0386752	.0541074	.090552	43241.89	.8606032	.0376082	.8177454	.2820587	1	.1393968	.013134
"225315"	"MA"	18.45238	31	168	2552.464	2.621948	.0264664	.0229147	.0789423	.1534983	33331.48	.846455	.0451433	.7498866	.3130339	1	.153545	.0041182
"225248"	"MA"	23.37662	36	154	1789.99	2.674344	.009332	.0150195	.060299	.0816037	38972.39	.8996999	.0334525	.8473305	.3025874	1	.1003001	.0171204
"225002"	"MA"	0	0	123	3014.045	2.573016	.0184968	.0183945	.0840769	.1171108	36520.28	.8475112	.0541982	.7776686	.3038497	1	.1524888	.0100807
"225260"	"MA"	23.28767	17	73	3032.03	2.646681	.0212758	.0319888	.0541191	.0948423	42475.15	.8591157	.030321	.8129922	.2869589	1	.1408843	.0065399
"225467"	"MA"	0	0	160	4996.362	2.550897	.0373303	.0398401	.0784933	.1582228	33999.18	.767844	.0904771	.6787881	.30415	1	.232156	.0234428
"225443"	"MA"	33.33334	25	75	7767.96	2.553742	.04073	.0372396	.1023943	.2167925	29631.4	.7209655	.1174777	.5806569	.3256347	1	.2790345	.0269681
"225210"	"MA"	26.82927	22	82	3290.236	2.615456	.0351239	.040507	.080507	.1389144	35384.38	.8117957	.0675665	.7213598	.304538	1	.1882043	.0186321
"225227"	"MA"	0	0	87	3280.317	2.546129	.0372765	.0360785	.072931	.1469464	34543.48	.8119537	.0555838	.7144037	.3101912	1	.1880463	.014869
"225439"	"MA"	13	13	100	5163.494	2.502228	.0323393	.0303286	.0755813	.1507716	33399.78	.7769359	.0962204	.6945797	.3037685	1	.2230641	.020112
"225594"	"MA"	18.29268	30	164	6112.491	2.53167	.0384141	.0372011	.0811462	.1976824	32645.65	.7427186	.1021824	.6373352	.3093824	1	.2572814	.0260927
"225533"	"MA"	9.375	9	96	1254.585	2.58794	.0128009	.0160031	.0640084	.114535	35066.94	.9072522	.0217427	.8591119	.3084142	1	.0927478	.003067
"225379"	"MA"	20.56075	22	107	5140.797	2.529813	.035416	.0371033	.0821836	.1694172	34095.67	.7829072	.082041	.6907483	.3060096	1	.2170928	.0227743
"225643"	"MA"	0	0	139	2158.022	2.560459	.0146116	.0156224	.0806479	.1015793	36967.72	.8858171	.0300692	.8314368	.3164449	1	.1141829	.0149983
"235628"	"MI"	0	0	39	533.54	2.268484	.0006809	.0015747	.0600752	.1658732	25856.42	.9311807	.0225192	.9166783	.3543776	1	.0688193	0
"235543"	"MI"	0	0	39	405.6118	2.19656	.0049286	.00505	.0749785	.2054436	24038.54	.9584886	.0089472	.9457578	.3402809	1	.0415114	.0002879
"235410"	"MI"	0	0	90	143.2959	2.586307	.0351873	.0255091	.1109569	.1268488	23020.48	.8896351	.0243226	.8763983	.2910584	1	.1103649	0
"235213"	"MI"	0	0	70	970.9276	2.627759	.0091464	.0071047	.0768443	.1271881	30003.25	.8932121	.0450928	.8526853	.3448466	1	.1067879	.0136794
"235471"	"MI"	0	0	119														
"235313"	"MI"	0	0	99	884.9536	2.670992	.0062146	.0045268	.0762793	.1165026	30867.49	.9102332	.0311147	.8827516	.3536902	1	.0897668	.0052884
"235378"	"MI"	0	0	145	1668.355	2.622124	.0109038	.0080997	.0812862	.1312112	31053.68	.8666172	.0307955	.7873968	.3452185	1	.1333828	.0569559
"235264"	"MI"	0	0	101	888.8733	2.587192	.0092786	.0082207	.0773807	.1516603	27893.25	.8739343	.0583951	.8315768	.3452337	1	.1260657	.0156087
"235447"	"MI"	0	0	51														
"235280"	"MI"	6.818182	9	132	687.6846	2.213665	.0088346	.0075508	.0693859	.1938634	24031.77	.9603282	.0103829	.9481632	.3240429	1	.0396718	.0003104
"235583"	"MI"	0	0	39	831.6444	2.222061	.0097859	.0083785	.069334	.1972951	23866.85	.9534266	.0184851	.9389861	.3201589	1	.0465734	.0003848
"235025"	"MI"	0	0	133	158.9319	2.360198	.0055044	.0057066	.0877557	.1643566	26173.42	.955189	.0075052	.9417194	.32081	1	.044811	.000081
"235192"	"MI"	0	0	29	589.3199	2.347022	.0062558	.005293	.0845548	.2403269	24301.52	.9490641	.0148502	.9265507	.3478069	1	.0509359	.0015597
"235416"	"MI"	0	0	39	640.8125	2.348725	.0107595	.0092346	.080122	.2402712	22955	.8876596	.0729085	.8703089	.3615465	1	.1123404	.0026321
"235144"	"MI"	0	0	59	136.5431	2.357568	.0009894	.0012885	.0756575	.2415312	24682.47	.8030671	.0516448	.7977483	.3097293	1	.1969329	0
